Pintu Masuk,Bulan,Jumlah,Jenis Data,Tahun,Bulan_Num,Tanggal
Batam,November,106953.0,Pintu Masuk,2016,11,2016-11-01
Tanjung Uban,November,21984.0,Pintu Masuk,2016,11,2016-11-01
Tanjung Pinang,November,6854.0,Pintu Masuk,2016,11,2016-11-01
Tanjung Balai Karimun,November,6254.0,Pintu Masuk,2016,11,2016-11-01
Tanjung Benoa,November,,Pintu Masuk,2016,11,2016-11-01
Tanjung Mas,November,,Pintu Masuk,2016,11,2016-11-01
Pintu Laut Lainnya,November,5584.0,Pintu Masuk Lainnya,2016,11,2016-11-01
C. Pintu Darat,November,49268.0,Sub-Total,2016,11,2016-11-01
Jayapura,November,,Pintu Masuk,2016,11,2016-11-01
Atambua,November,,Pintu Masuk,2016,11,2016-11-01
Entikong,November,1610.0,Pintu Masuk,2016,11,2016-11-01
Aruk,November,,Pintu Masuk,2016,11,2016-11-01
Nanga Badau,November,,Pintu Masuk,2016,11,2016-11-01
Pintu Darat Lainnya,November,47658.0,Pintu Masuk Lainnya,2016,11,2016-11-01
Jumlah (A+B+C),November,903328.0,Grand Total,2016,11,2016-11-01
Lainnya,November,99130.0,Pintu Masuk Lainnya,2016,11,2016-11-01
Total,November,1002458.0,Grand Total,2016,11,2016-11-01
A. Pintu Udara,Desember,738303.0,Sub-Total,2016,12,2016-12-01
Ngurah Rai,Desember,437946.0,Pintu Masuk,2016,12,2016-12-01
Soekarno-Hatta,Desember,193629.0,Pintu Masuk,2016,12,2016-12-01
Juanda,Desember,21415.0,Pintu Masuk,2016,12,2016-12-01
Kualanamu,Desember,26252.0,Pintu Masuk,2016,12,2016-12-01
Husein Sastranegara,Desember,22410.0,Pintu Masuk,2016,12,2016-12-01
Adi Sucipto,Desember,10877.0,Pintu Masuk,2016,12,2016-12-01
Bandara Int. Lombok,Desember,9694.0,Pintu Masuk,2016,12,2016-12-01
Sam Ratulangi,Desember,3820.0,Pintu Masuk,2016,12,2016-12-01
Minangkabau,Desember,5225.0,Pintu Masuk,2016,12,2016-12-01
Sultan Syarif Kasim II,Desember,3973.0,Pintu Masuk,2016,12,2016-12-01
Sultan Iskandar Muda,Desember,,Pintu Masuk,2016,12,2016-12-01
Ahmad Yani,Desember,,Pintu Masuk,2016,12,2016-12-01
Supadio,Desember,,Pintu Masuk,2016,12,2016-12-01
Hasanuddin,Desember,1941.0,Pintu Masuk,2016,12,2016-12-01
Sultan Badaruddin II,Desember,,Pintu Masuk,2016,12,2016-12-01
Pintu Udara Lainnya,Desember,1121.0,Pintu Masuk Lainnya,2016,12,2016-12-01
B. Pintu Laut,Desember,216451.0,Sub-Total,2016,12,2016-12-01
Batam,Desember,159277.0,Pintu Masuk,2016,12,2016-12-01
Tanjung Uban,Desember,32820.0,Pintu Masuk,2016,12,2016-12-01
Tanjung Pinang,Desember,10855.0,Pintu Masuk,2016,12,2016-12-01
Tanjung Balai Karimun,Desember,8780.0,Pintu Masuk,2016,12,2016-12-01
Tanjung Benoa,Desember,,Pintu Masuk,2016,12,2016-12-01
Tanjung Mas,Desember,,Pintu Masuk,2016,12,2016-12-01
Pintu Laut Lainnya,Desember,4719.0,Pintu Masuk Lainnya,2016,12,2016-12-01
C. Pintu Darat,Desember,60278.0,Sub-Total,2016,12,2016-12-01
Jayapura,Desember,,Pintu Masuk,2016,12,2016-12-01
Atambua,Desember,,Pintu Masuk,2016,12,2016-12-01
Entikong,Desember,3433.0,Pintu Masuk,2016,12,2016-12-01
Aruk,Desember,,Pintu Masuk,2016,12,2016-12-01
Nanga Badau,Desember,,Pintu Masuk,2016,12,2016-12-01
Pintu Darat Lainnya,Desember,56845.0,Pintu Masuk Lainnya,2016,12,2016-12-01
Jumlah (A+B+C),Desember,1015032.0,Grand Total,2016,12,2016-12-01
Lainnya,Desember,98655.0,Pintu Masuk Lainnya,2016,12,2016-12-01
Total,Desember,1113687.0,Grand Total,2016,12,2016-12-01
A. Pintu Udara,Januari,746666.0,Sub-Total,2017,1,2017-01-01
Ngurah Rai,Januari,455930.0,Pintu Masuk,2017,1,2017-01-01
Soekarno-Hatta,Januari,203067.0,Pintu Masuk,2017,1,2017-01-01
Juanda,Januari,17279.0,Pintu Masuk,2017,1,2017-01-01
Kualanamu,Januari,18457.0,Pintu Masuk,2017,1,2017-01-01
Husein Sastranegara,Januari,8518.0,Pintu Masuk,2017,1,2017-01-01
Adi Sucipto,Januari,9192.0,Pintu Masuk,2017,1,2017-01-01
Bandara Int. Lombok,Januari,9394.0,Pintu Masuk,2017,1,2017-01-01
Sam Ratulangi,Januari,7697.0,Pintu Masuk,2017,1,2017-01-01
Minangkabau,Januari,4042.0,Pintu Masuk,2017,1,2017-01-01
Sultan Syarif Kasim II,Januari,3274.0,Pintu Masuk,2017,1,2017-01-01
Sultan Iskandar Muda,Januari,2852.0,Pintu Masuk,2017,1,2017-01-01
Ahmad Yani,Januari,1548.0,Pintu Masuk,2017,1,2017-01-01
Supadio,Januari,858.0,Pintu Masuk,2017,1,2017-01-01
Hasanuddin,Januari,1812.0,Pintu Masuk,2017,1,2017-01-01
Sultan Badaruddin II,Januari,1060.0,Pintu Masuk,2017,1,2017-01-01
Pintu Udara Lainnya,Januari,1686.0,Pintu Masuk Lainnya,2017,1,2017-01-01
B. Pintu Laut,Januari,230174.0,Sub-Total,2017,1,2017-01-01
Batam,Januari,135046.0,Pintu Masuk,2017,1,2017-01-01
Tanjung Uban,Januari,26778.0,Pintu Masuk,2017,1,2017-01-01
Tanjung Pinang,Januari,10814.0,Pintu Masuk,2017,1,2017-01-01
Tanjung Balai Karimun,Januari,8175.0,Pintu Masuk,2017,1,2017-01-01
Tanjung Benoa,Januari,8143.0,Pintu Masuk,2017,1,2017-01-01
Tanjung Mas,Januari,1790.0,Pintu Masuk,2017,1,2017-01-01
Pintu Laut Lainnya,Januari,39428.0,Pintu Masuk Lainnya,2017,1,2017-01-01
C. Pintu Darat,Januari,131128.0,Sub-Total,2017,1,2017-01-01
Jayapura,Januari,12417.0,Pintu Masuk,2017,1,2017-01-01
Atambua,Januari,4740.0,Pintu Masuk,2017,1,2017-01-01
Entikong,Januari,2091.0,Pintu Masuk,2017,1,2017-01-01
Aruk,Januari,414.0,Pintu Masuk,2017,1,2017-01-01
Nanga Badau,Januari,810.0,Pintu Masuk,2017,1,2017-01-01
Pintu Darat Lainnya,Januari,110656.0,Pintu Masuk Lainnya,2017,1,2017-01-01
Jumlah (A+B+C),Januari,1107968.0,Grand Total,2017,1,2017-01-01
Lainnya,Januari,,Pintu Masuk Lainnya,2017,1,2017-01-01
Total,Januari,1107968.0,Grand Total,2017,1,2017-01-01
A. Pintu Udara,Februari,720428.0,Sub-Total,2017,2,2017-02-01
Ngurah Rai,Februari,448157.0,Pintu Masuk,2017,2,2017-02-01
Soekarno-Hatta,Februari,191933.0,Pintu Masuk,2017,2,2017-02-01
Juanda,Februari,11998.0,Pintu Masuk,2017,2,2017-02-01
Kualanamu,Februari,15680.0,Pintu Masuk,2017,2,2017-02-01
Husein Sastranegara,Februari,13257.0,Pintu Masuk,2017,2,2017-02-01
Adi Sucipto,Februari,8963.0,Pintu Masuk,2017,2,2017-02-01
Bandara Int. Lombok,Februari,8775.0,Pintu Masuk,2017,2,2017-02-01
Sam Ratulangi,Februari,5149.0,Pintu Masuk,2017,2,2017-02-01
Minangkabau,Februari,4066.0,Pintu Masuk,2017,2,2017-02-01
Sultan Syarif Kasim II,Februari,2909.0,Pintu Masuk,2017,2,2017-02-01
Sultan Iskandar Muda,Februari,3254.0,Pintu Masuk,2017,2,2017-02-01
Ahmad Yani,Februari,1354.0,Pintu Masuk,2017,2,2017-02-01
Supadio,Februari,626.0,Pintu Masuk,2017,2,2017-02-01
Hasanuddin,Februari,1263.0,Pintu Masuk,2017,2,2017-02-01
Sultan Badaruddin II,Februari,1156.0,Pintu Masuk,2017,2,2017-02-01
Pintu Udara Lainnya,Februari,1888.0,Pintu Masuk Lainnya,2017,2,2017-02-01
B. Pintu Laut,Februari,186669.0,Sub-Total,2017,2,2017-02-01
Batam,Februari,100329.0,Pintu Masuk,2017,2,2017-02-01
Tanjung Uban,Februari,21888.0,Pintu Masuk,2017,2,2017-02-01
Tanjung Pinang,Februari,6249.0,Pintu Masuk,2017,2,2017-02-01
Tanjung Balai Karimun,Februari,6022.0,Pintu Masuk,2017,2,2017-02-01
Tanjung Benoa,Februari,5799.0,Pintu Masuk,2017,2,2017-02-01
Tanjung Mas,Februari,5166.0,Pintu Masuk,2017,2,2017-02-01
Pintu Laut Lainnya,Februari,41216.0,Pintu Masuk Lainnya,2017,2,2017-02-01
C. Pintu Darat,Februari,116291.0,Sub-Total,2017,2,2017-02-01
Jayapura,Februari,7176.0,Pintu Masuk,2017,2,2017-02-01
Atambua,Februari,4017.0,Pintu Masuk,2017,2,2017-02-01
Entikong,Februari,1354.0,Pintu Masuk,2017,2,2017-02-01
Aruk,Februari,511.0,Pintu Masuk,2017,2,2017-02-01
Nanga Badau,Februari,551.0,Pintu Masuk,2017,2,2017-02-01
Pintu Darat Lainnya,Februari,102682.0,Pintu Masuk Lainnya,2017,2,2017-02-01
Jumlah (A+B+C),Februari,1023388.0,Grand Total,2017,2,2017-02-01
Lainnya,Februari,,Pintu Masuk Lainnya,2017,2,2017-02-01
Total,Februari,1023388.0,Grand Total,2017,2,2017-02-01
A. Pintu Udara,Maret,749150.0,Sub-Total,2017,3,2017-03-01
Ngurah Rai,Maret,424134.0,Pintu Masuk,2017,3,2017-03-01
Soekarno-Hatta,Maret,222497.0,Pintu Masuk,2017,3,2017-03-01
Juanda,Maret,15844.0,Pintu Masuk,2017,3,2017-03-01
Kualanamu,Maret,20767.0,Pintu Masuk,2017,3,2017-03-01
Husein Sastranegara,Maret,17256.0,Pintu Masuk,2017,3,2017-03-01
Adi Sucipto,Maret,11807.0,Pintu Masuk,2017,3,2017-03-01
Bandara Int. Lombok,Maret,11305.0,Pintu Masuk,2017,3,2017-03-01
Sam Ratulangi,Maret,5168.0,Pintu Masuk,2017,3,2017-03-01
Minangkabau,Maret,4992.0,Pintu Masuk,2017,3,2017-03-01
Sultan Syarif Kasim II,Maret,3612.0,Pintu Masuk,2017,3,2017-03-01
Sultan Iskandar Muda,Maret,3375.0,Pintu Masuk,2017,3,2017-03-01
Ahmad Yani,Maret,1815.0,Pintu Masuk,2017,3,2017-03-01
Supadio,Maret,899.0,Pintu Masuk,2017,3,2017-03-01
Hasanuddin,Maret,1530.0,Pintu Masuk,2017,3,2017-03-01
Sultan Badaruddin II,Maret,1468.0,Pintu Masuk,2017,3,2017-03-01
Pintu Udara Lainnya,Maret,2681.0,Pintu Masuk Lainnya,2017,3,2017-03-01
B. Pintu Laut,Maret,220326.0,Sub-Total,2017,3,2017-03-01
Batam,Maret,132551.0,Pintu Masuk,2017,3,2017-03-01
Tanjung Uban,Maret,25445.0,Pintu Masuk,2017,3,2017-03-01
Tanjung Pinang,Maret,7849.0,Pintu Masuk,2017,3,2017-03-01
Tanjung Balai Karimun,Maret,7526.0,Pintu Masuk,2017,3,2017-03-01
Tanjung Benoa,Maret,2489.0,Pintu Masuk,2017,3,2017-03-01
Tanjung Mas,Maret,1397.0,Pintu Masuk,2017,3,2017-03-01
Pintu Laut Lainnya,Maret,43069.0,Pintu Masuk Lainnya,2017,3,2017-03-01
C. Pintu Darat,Maret,90301.0,Sub-Total,2017,3,2017-03-01
Jayapura,Maret,6523.0,Pintu Masuk,2017,3,2017-03-01
Atambua,Maret,3768.0,Pintu Masuk,2017,3,2017-03-01
Entikong,Maret,2209.0,Pintu Masuk,2017,3,2017-03-01
Aruk,Maret,433.0,Pintu Masuk,2017,3,2017-03-01
Nanga Badau,Maret,549.0,Pintu Masuk,2017,3,2017-03-01
Pintu Darat Lainnya,Maret,76819.0,Pintu Masuk Lainnya,2017,3,2017-03-01
Jumlah (A+B+C),Maret,1059777.0,Grand Total,2017,3,2017-03-01
Lainnya,Maret,,Pintu Masuk Lainnya,2017,3,2017-03-01
Total,Maret,1059777.0,Grand Total,2017,3,2017-03-01
A. Pintu Udara,April,812927.0,Sub-Total,2017,4,2017-04-01
Ngurah Rai,April,477408.0,Pintu Masuk,2017,4,2017-04-01
Soekarno-Hatta,April,228611.0,Pintu Masuk,2017,4,2017-04-01
Juanda,April,21461.0,Pintu Masuk,2017,4,2017-04-01
Kualanamu,April,19273.0,Pintu Masuk,2017,4,2017-04-01
Husein Sastranegara,April,16029.0,Pintu Masuk,2017,4,2017-04-01
Adi Sucipto,April,13224.0,Pintu Masuk,2017,4,2017-04-01
Bandara Int. Lombok,April,13204.0,Pintu Masuk,2017,4,2017-04-01
Sam Ratulangi,April,5927.0,Pintu Masuk,2017,4,2017-04-01
Minangkabau,April,4621.0,Pintu Masuk,2017,4,2017-04-01
Sultan Syarif Kasim II,April,3554.0,Pintu Masuk,2017,4,2017-04-01
Sultan Iskandar Muda,April,2947.0,Pintu Masuk,2017,4,2017-04-01
Ahmad Yani,April,1647.0,Pintu Masuk,2017,4,2017-04-01
Supadio,April,655.0,Pintu Masuk,2017,4,2017-04-01
Hasanuddin,April,1179.0,Pintu Masuk,2017,4,2017-04-01
Sultan Badaruddin II,April,1154.0,Pintu Masuk,2017,4,2017-04-01
Pintu Udara Lainnya,April,2033.0,Pintu Masuk Lainnya,2017,4,2017-04-01
B. Pintu Laut,April,233538.0,Sub-Total,2017,4,2017-04-01
Batam,April,139361.0,Pintu Masuk,2017,4,2017-04-01
Tanjung Uban,April,28410.0,Pintu Masuk,2017,4,2017-04-01
Tanjung Pinang,April,9193.0,Pintu Masuk,2017,4,2017-04-01
Tanjung Balai Karimun,April,7902.0,Pintu Masuk,2017,4,2017-04-01
Tanjung Benoa,April,3126.0,Pintu Masuk,2017,4,2017-04-01
Tanjung Mas,April,2587.0,Pintu Masuk,2017,4,2017-04-01
Pintu Laut Lainnya,April,42959.0,Pintu Masuk Lainnya,2017,4,2017-04-01
C. Pintu Darat,April,124921.0,Sub-Total,2017,4,2017-04-01
Jayapura,April,10078.0,Pintu Masuk,2017,4,2017-04-01
Atambua,April,5843.0,Pintu Masuk,2017,4,2017-04-01
Entikong,April,1720.0,Pintu Masuk,2017,4,2017-04-01
Aruk,April,539.0,Pintu Masuk,2017,4,2017-04-01
Nanga Badau,April,528.0,Pintu Masuk,2017,4,2017-04-01
Pintu Darat Lainnya,April,106213.0,Pintu Masuk Lainnya,2017,4,2017-04-01
Jumlah (A+B+C),April,1171386.0,Grand Total,2017,4,2017-04-01
Lainnya,April,,Pintu Masuk Lainnya,2017,4,2017-04-01
Total,April,1171386.0,Grand Total,2017,4,2017-04-01
A. Pintu Udara,Mei,809941.0,Sub-Total,2017,5,2017-05-01
Ngurah Rai,Mei,488698.0,Pintu Masuk,2017,5,2017-05-01
Soekarno-Hatta,Mei,220817.0,Pintu Masuk,2017,5,2017-05-01
Juanda,Mei,20447.0,Pintu Masuk,2017,5,2017-05-01
Kualanamu,Mei,19013.0,Pintu Masuk,2017,5,2017-05-01
Husein Sastranegara,Mei,15275.0,Pintu Masuk,2017,5,2017-05-01
Adi Sucipto,Mei,11608.0,Pintu Masuk,2017,5,2017-05-01
Bandara Int. Lombok,Mei,11792.0,Pintu Masuk,2017,5,2017-05-01
Sam Ratulangi,Mei,5632.0,Pintu Masuk,2017,5,2017-05-01
Minangkabau,Mei,4167.0,Pintu Masuk,2017,5,2017-05-01
Sultan Syarif Kasim II,Mei,3578.0,Pintu Masuk,2017,5,2017-05-01
Sultan Iskandar Muda,Mei,2430.0,Pintu Masuk,2017,5,2017-05-01
Ahmad Yani,Mei,1891.0,Pintu Masuk,2017,5,2017-05-01
Supadio,Mei,812.0,Pintu Masuk,2017,5,2017-05-01
Hasanuddin,Mei,1131.0,Pintu Masuk,2017,5,2017-05-01
Sultan Badaruddin II,Mei,1010.0,Pintu Masuk,2017,5,2017-05-01
Pintu Udara Lainnya,Mei,1640.0,Pintu Masuk Lainnya,2017,5,2017-05-01
B. Pintu Laut,Mei,209193.0,Sub-Total,2017,5,2017-05-01
Batam,Mei,117372.0,Pintu Masuk,2017,5,2017-05-01
Tanjung Uban,Mei,25496.0,Pintu Masuk,2017,5,2017-05-01
Tanjung Pinang,Mei,7277.0,Pintu Masuk,2017,5,2017-05-01
Tanjung Balai Karimun,Mei,6627.0,Pintu Masuk,2017,5,2017-05-01
Tanjung Benoa,Mei,3153.0,Pintu Masuk,2017,5,2017-05-01
Tanjung Mas,Mei,1378.0,Pintu Masuk,2017,5,2017-05-01
Pintu Laut Lainnya,Mei,47890.0,Pintu Masuk Lainnya,2017,5,2017-05-01
C. Pintu Darat,Mei,129454.0,Sub-Total,2017,5,2017-05-01
Jayapura,Mei,10042.0,Pintu Masuk,2017,5,2017-05-01
Atambua,Mei,2096.0,Pintu Masuk,2017,5,2017-05-01
Entikong,Mei,1935.0,Pintu Masuk,2017,5,2017-05-01
Aruk,Mei,438.0,Pintu Masuk,2017,5,2017-05-01
Nanga Badau,Mei,808.0,Pintu Masuk,2017,5,2017-05-01
Pintu Darat Lainnya,Mei,114135.0,Pintu Masuk Lainnya,2017,5,2017-05-01
Jumlah (A+B+C),Mei,1148588.0,Grand Total,2017,5,2017-05-01
Lainnya,Mei,,Pintu Masuk Lainnya,2017,5,2017-05-01
Total,Mei,1148588.0,Grand Total,2017,5,2017-05-01
A. Pintu Udara,Juni,763470.0,Sub-Total,2017,6,2017-06-01
Ngurah Rai,Juni,505976.0,Pintu Masuk,2017,6,2017-06-01
Soekarno-Hatta,Juni,174669.0,Pintu Masuk,2017,6,2017-06-01
Juanda,Juni,19658.0,Pintu Masuk,2017,6,2017-06-01
Kualanamu,Juni,18464.0,Pintu Masuk,2017,6,2017-06-01
Husein Sastranegara,Juni,8174.0,Pintu Masuk,2017,6,2017-06-01
Adi Sucipto,Juni,7559.0,Pintu Masuk,2017,6,2017-06-01
Bandara Int. Lombok,Juni,9201.0,Pintu Masuk,2017,6,2017-06-01
Sam Ratulangi,Juni,4708.0,Pintu Masuk,2017,6,2017-06-01
Minangkabau,Juni,3022.0,Pintu Masuk,2017,6,2017-06-01
Sultan Syarif Kasim II,Juni,3504.0,Pintu Masuk,2017,6,2017-06-01
Sultan Iskandar Muda,Juni,1528.0,Pintu Masuk,2017,6,2017-06-01
Ahmad Yani,Juni,1541.0,Pintu Masuk,2017,6,2017-06-01
Supadio,Juni,1642.0,Pintu Masuk,2017,6,2017-06-01
Hasanuddin,Juni,1240.0,Pintu Masuk,2017,6,2017-06-01
Sultan Badaruddin II,Juni,1136.0,Pintu Masuk,2017,6,2017-06-01
Pintu Udara Lainnya,Juni,1448.0,Pintu Masuk Lainnya,2017,6,2017-06-01
B. Pintu Laut,Juni,233765.0,Sub-Total,2017,6,2017-06-01
Batam,Juni,130541.0,Pintu Masuk,2017,6,2017-06-01
Tanjung Uban,Juni,34726.0,Pintu Masuk,2017,6,2017-06-01
Tanjung Pinang,Juni,8702.0,Pintu Masuk,2017,6,2017-06-01
Tanjung Balai Karimun,Juni,6433.0,Pintu Masuk,2017,6,2017-06-01
Tanjung Benoa,Juni,497.0,Pintu Masuk,2017,6,2017-06-01
Tanjung Mas,Juni,964.0,Pintu Masuk,2017,6,2017-06-01
Pintu Laut Lainnya,Juni,51902.0,Pintu Masuk Lainnya,2017,6,2017-06-01
C. Pintu Darat,Juni,146766.0,Sub-Total,2017,6,2017-06-01
Jayapura,Juni,10488.0,Pintu Masuk,2017,6,2017-06-01
Atambua,Juni,6238.0,Pintu Masuk,2017,6,2017-06-01
Entikong,Juni,2157.0,Pintu Masuk,2017,6,2017-06-01
Aruk,Juni,1460.0,Pintu Masuk,2017,6,2017-06-01
Nanga Badau,Juni,858.0,Pintu Masuk,2017,6,2017-06-01
Pintu Darat Lainnya,Juni,125565.0,Pintu Masuk Lainnya,2017,6,2017-06-01
Jumlah (A+B+C),Juni,1144001.0,Grand Total,2017,6,2017-06-01
Lainnya,Juni,,Pintu Masuk Lainnya,2017,6,2017-06-01
Total,Juni,1144001.0,Grand Total,2017,6,2017-06-01
A. Pintu Udara,Juli,1002611.0,Sub-Total,2017,7,2017-07-01
Ngurah Rai,Juli,594238.0,Pintu Masuk,2017,7,2017-07-01
Soekarno-Hatta,Juli,297360.0,Pintu Masuk,2017,7,2017-07-01
Juanda,Juli,25252.0,Pintu Masuk,2017,7,2017-07-01
Kualanamu,Juli,20437.0,Pintu Masuk,2017,7,2017-07-01
Husein Sastranegara,Juli,11967.0,Pintu Masuk,2017,7,2017-07-01
Adi Sucipto,Juli,14181.0,Pintu Masuk,2017,7,2017-07-01
Bandara Int. Lombok,Juli,12468.0,Pintu Masuk,2017,7,2017-07-01
Sam Ratulangi,Juli,7330.0,Pintu Masuk,2017,7,2017-07-01
Minangkabau,Juli,4157.0,Pintu Masuk,2017,7,2017-07-01
Sultan Syarif Kasim II,Juli,3543.0,Pintu Masuk,2017,7,2017-07-01
Sultan Iskandar Muda,Juli,2297.0,Pintu Masuk,2017,7,2017-07-01
Ahmad Yani,Juli,2294.0,Pintu Masuk,2017,7,2017-07-01
Supadio,Juli,1731.0,Pintu Masuk,2017,7,2017-07-01
Hasanuddin,Juli,2132.0,Pintu Masuk,2017,7,2017-07-01
Sultan Badaruddin II,Juli,1220.0,Pintu Masuk,2017,7,2017-07-01
Pintu Udara Lainnya,Juli,2004.0,Pintu Masuk Lainnya,2017,7,2017-07-01
B. Pintu Laut,Juli,226979.0,Sub-Total,2017,7,2017-07-01
Batam,Juli,122869.0,Pintu Masuk,2017,7,2017-07-01
Tanjung Uban,Juli,32234.0,Pintu Masuk,2017,7,2017-07-01
Tanjung Pinang,Juli,9793.0,Pintu Masuk,2017,7,2017-07-01
Tanjung Balai Karimun,Juli,6136.0,Pintu Masuk,2017,7,2017-07-01
Tanjung Benoa,Juli,164.0,Pintu Masuk,2017,7,2017-07-01
Tanjung Mas,Juli,1059.0,Pintu Masuk,2017,7,2017-07-01
Pintu Laut Lainnya,Juli,54724.0,Pintu Masuk Lainnya,2017,7,2017-07-01
C. Pintu Darat,Juli,141001.0,Sub-Total,2017,7,2017-07-01
Jayapura,Juli,9053.0,Pintu Masuk,2017,7,2017-07-01
Atambua,Juli,5476.0,Pintu Masuk,2017,7,2017-07-01
Entikong,Juli,1117.0,Pintu Masuk,2017,7,2017-07-01
Aruk,Juli,1087.0,Pintu Masuk,2017,7,2017-07-01
Nanga Badau,Juli,610.0,Pintu Masuk,2017,7,2017-07-01
Pintu Darat Lainnya,Juli,123658.0,Pintu Masuk Lainnya,2017,7,2017-07-01
Jumlah (A+B+C),Juli,1370591.0,Grand Total,2017,7,2017-07-01
Lainnya,Juli,,Pintu Masuk Lainnya,2017,7,2017-07-01
Total,Juli,1370591.0,Grand Total,2017,7,2017-07-01
A. Pintu Udara,Agustus,1014475.0,Sub-Total,2017,8,2017-08-01
Ngurah Rai,Agustus,601553.0,Pintu Masuk,2017,8,2017-08-01
Soekarno-Hatta,Agustus,289000.0,Pintu Masuk,2017,8,2017-08-01
Juanda,Agustus,25330.0,Pintu Masuk,2017,8,2017-08-01
Kualanamu,Agustus,25201.0,Pintu Masuk,2017,8,2017-08-01
Husein Sastranegara,Agustus,15063.0,Pintu Masuk,2017,8,2017-08-01
Adi Sucipto,Agustus,15786.0,Pintu Masuk,2017,8,2017-08-01
Bandara Int. Lombok,Agustus,12207.0,Pintu Masuk,2017,8,2017-08-01
Sam Ratulangi,Agustus,8906.0,Pintu Masuk,2017,8,2017-08-01
Minangkabau,Agustus,5215.0,Pintu Masuk,2017,8,2017-08-01
Sultan Syarif Kasim II,Agustus,3590.0,Pintu Masuk,2017,8,2017-08-01
Sultan Iskandar Muda,Agustus,2627.0,Pintu Masuk,2017,8,2017-08-01
Ahmad Yani,Agustus,2625.0,Pintu Masuk,2017,8,2017-08-01
Supadio,Agustus,2307.0,Pintu Masuk,2017,8,2017-08-01
Hasanuddin,Agustus,1743.0,Pintu Masuk,2017,8,2017-08-01
Sultan Badaruddin II,Agustus,1418.0,Pintu Masuk,2017,8,2017-08-01
Pintu Udara Lainnya,Agustus,1904.0,Pintu Masuk Lainnya,2017,8,2017-08-01
B. Pintu Laut,Agustus,235311.0,Sub-Total,2017,8,2017-08-01
Batam,Agustus,124044.0,Pintu Masuk,2017,8,2017-08-01
Tanjung Uban,Agustus,37199.0,Pintu Masuk,2017,8,2017-08-01
Tanjung Pinang,Agustus,11616.0,Pintu Masuk,2017,8,2017-08-01
Tanjung Balai Karimun,Agustus,6620.0,Pintu Masuk,2017,8,2017-08-01
Tanjung Benoa,Agustus,1988.0,Pintu Masuk,2017,8,2017-08-01
Tanjung Mas,Agustus,1163.0,Pintu Masuk,2017,8,2017-08-01
Pintu Laut Lainnya,Agustus,52681.0,Pintu Masuk Lainnya,2017,8,2017-08-01
C. Pintu Darat,Agustus,143457.0,Sub-Total,2017,8,2017-08-01
Jayapura,Agustus,9043.0,Pintu Masuk,2017,8,2017-08-01
Atambua,Agustus,6120.0,Pintu Masuk,2017,8,2017-08-01
Entikong,Agustus,1255.0,Pintu Masuk,2017,8,2017-08-01
Aruk,Agustus,814.0,Pintu Masuk,2017,8,2017-08-01
Nanga Badau,Agustus,933.0,Pintu Masuk,2017,8,2017-08-01
Pintu Darat Lainnya,Agustus,125292.0,Pintu Masuk Lainnya,2017,8,2017-08-01
Jumlah (A+B+C),Agustus,1393243.0,Grand Total,2017,8,2017-08-01
Lainnya,Agustus,,Pintu Masuk Lainnya,2017,8,2017-08-01
Total,Agustus,1393243.0,Grand Total,2017,8,2017-08-01
A. Pintu Udara,September,883842.0,Sub-Total,2017,9,2017-09-01
Ngurah Rai,September,551968.0,Pintu Masuk,2017,9,2017-09-01
Soekarno-Hatta,September,227687.0,Pintu Masuk,2017,9,2017-09-01
Juanda,September,21890.0,Pintu Masuk,2017,9,2017-09-01
Kualanamu,September,19150.0,Pintu Masuk,2017,9,2017-09-01
Husein Sastranegara,September,13971.0,Pintu Masuk,2017,9,2017-09-01
Adi Sucipto,September,13834.0,Pintu Masuk,2017,9,2017-09-01
Bandara Int. Lombok,September,10032.0,Pintu Masuk,2017,9,2017-09-01
Sam Ratulangi,September,6335.0,Pintu Masuk,2017,9,2017-09-01
Minangkabau,September,4397.0,Pintu Masuk,2017,9,2017-09-01
Sultan Syarif Kasim II,September,3066.0,Pintu Masuk,2017,9,2017-09-01
Sultan Iskandar Muda,September,2559.0,Pintu Masuk,2017,9,2017-09-01
Ahmad Yani,September,2088.0,Pintu Masuk,2017,9,2017-09-01
Supadio,September,2104.0,Pintu Masuk,2017,9,2017-09-01
Hasanuddin,September,1604.0,Pintu Masuk,2017,9,2017-09-01
Sultan Badaruddin II,September,1256.0,Pintu Masuk,2017,9,2017-09-01
Pintu Udara Lainnya,September,1901.0,Pintu Masuk Lainnya,2017,9,2017-09-01
B. Pintu Laut,September,229735.0,Sub-Total,2017,9,2017-09-01
Batam,September,122835.0,Pintu Masuk,2017,9,2017-09-01
Tanjung Uban,September,31422.0,Pintu Masuk,2017,9,2017-09-01
Tanjung Pinang,September,10811.0,Pintu Masuk,2017,9,2017-09-01
Tanjung Balai Karimun,September,7093.0,Pintu Masuk,2017,9,2017-09-01
Tanjung Benoa,September,187.0,Pintu Masuk,2017,9,2017-09-01
Tanjung Mas,September,3941.0,Pintu Masuk,2017,9,2017-09-01
Pintu Laut Lainnya,September,53446.0,Pintu Masuk Lainnya,2017,9,2017-09-01
C. Pintu Darat,September,136654.0,Sub-Total,2017,9,2017-09-01
Jayapura,September,9981.0,Pintu Masuk,2017,9,2017-09-01
Atambua,September,6455.0,Pintu Masuk,2017,9,2017-09-01
Entikong,September,2042.0,Pintu Masuk,2017,9,2017-09-01
