Pintu Masuk,Bulan,Jumlah,Jenis Data,Tahun,Bulan_Num,Tanggal
Tanjung Benoa,November,186.0,Pintu Masuk,2024,11,2024-11-01
Tanjung Mas,November,565.0,Pintu Masuk,2024,11,2024-11-01
Pintu Laut Lainnya,November,85004.0,Pintu Masuk Lainnya,2024,11,2024-11-01
C. Pintu Darat,November,111802.0,Sub-Total,2024,11,2024-11-01
Jayapura,November,11188.0,Pintu Masuk,2024,11,2024-11-01
Atambua,November,16360.0,Pintu Masuk,2024,11,2024-11-01
Entikong,November,2797.0,Pintu Masuk,2024,11,2024-11-01
Aruk,November,2208.0,Pintu Masuk,2024,11,2024-11-01
Nanga Badau,November,732.0,Pintu Masuk,2024,11,2024-11-01
Pintu Darat Lainnya,November,78517.0,Pintu Masuk Lainnya,2024,11,2024-11-01
Jumlah (A+B+C),November,1092067.0,Grand Total,2024,11,2024-11-01
Lainnya,November,,Pintu Masuk Lainnya,2024,11,2024-11-01
Total,November,1092067.0,Grand Total,2024,11,2024-11-01
A. Pintu Udara,Desember,832865.0,Sub-Total,2024,12,2024-12-01
Ngurah Rai,Desember,548685.0,Pintu Masuk,2024,12,2024-12-01
Soekarno-Hatta,Desember,207019.0,Pintu Masuk,2024,12,2024-12-01
Juanda,Desember,19265.0,Pintu Masuk,2024,12,2024-12-01
Kualanamu,Desember,21142.0,Pintu Masuk,2024,12,2024-12-01
Husein Sastranegara,Desember,0.0,Pintu Masuk,2024,12,2024-12-01
Adi Sucipto,Desember,7167.0,Pintu Masuk,2024,12,2024-12-01
Bandara Int. Lombok,Desember,6108.0,Pintu Masuk,2024,12,2024-12-01
Sam Ratulangi,Desember,4097.0,Pintu Masuk,2024,12,2024-12-01
Minangkabau,Desember,7550.0,Pintu Masuk,2024,12,2024-12-01
Sultan Syarif Kasim II,Desember,2800.0,Pintu Masuk,2024,12,2024-12-01
Sultan Iskandar Muda,Desember,3598.0,Pintu Masuk,2024,12,2024-12-01
Ahmad Yani,Desember,0.0,Pintu Masuk,2024,12,2024-12-01
Supadio,Desember,0.0,Pintu Masuk,2024,12,2024-12-01
Hasanuddin,Desember,1085.0,Pintu Masuk,2024,12,2024-12-01
Sultan Badaruddin II,Desember,2.0,Pintu Masuk,2024,12,2024-12-01
Pintu Udara Lainnya,Desember,4347.0,Pintu Masuk Lainnya,2024,12,2024-12-01
B. Pintu Laut,Desember,264692.0,Sub-Total,2024,12,2024-12-01
Batam,Desember,157945.0,Pintu Masuk,2024,12,2024-12-01
Tanjung Uban,Desember,22213.0,Pintu Masuk,2024,12,2024-12-01
Tanjung Pinang,Desember,5788.0,Pintu Masuk,2024,12,2024-12-01
Tanjung Balai Karimun,Desember,7649.0,Pintu Masuk,2024,12,2024-12-01
Tanjung Benoa,Desember,53.0,Pintu Masuk,2024,12,2024-12-01
Tanjung Mas,Desember,1302.0,Pintu Masuk,2024,12,2024-12-01
Pintu Laut Lainnya,Desember,69742.0,Pintu Masuk Lainnya,2024,12,2024-12-01
C. Pintu Darat,Desember,131073.0,Sub-Total,2024,12,2024-12-01
Jayapura,Desember,14613.0,Pintu Masuk,2024,12,2024-12-01
Atambua,Desember,18751.0,Pintu Masuk,2024,12,2024-12-01
Entikong,Desember,5017.0,Pintu Masuk,2024,12,2024-12-01
Aruk,Desember,3787.0,Pintu Masuk,2024,12,2024-12-01
Nanga Badau,Desember,1493.0,Pintu Masuk,2024,12,2024-12-01
Pintu Darat Lainnya,Desember,87412.0,Pintu Masuk Lainnya,2024,12,2024-12-01
Jumlah (A+B+C),Desember,1228630.0,Grand Total,2024,12,2024-12-01
Lainnya,Desember,0.0,Pintu Masuk Lainnya,2024,12,2024-12-01
Total,Desember,1228630.0,Grand Total,2024,12,2024-12-01
A. Pintu Udara,Januari,801614.0,Sub-Total,2025,1,2025-01-01
Ngurah Rai,Januari,526831.0,Pintu Masuk,2025,1,2025-01-01
Soekarno-Hatta,Januari,193433.0,Pintu Masuk,2025,1,2025-01-01
Juanda,Januari,22119.0,Pintu Masuk,2025,1,2025-01-01
Kualanamu,Januari,23011.0,Pintu Masuk,2025,1,2025-01-01
Husein Sastranegara,Januari,0.0,Pintu Masuk,2025,1,2025-01-01
Adi Sucipto,Januari,6717.0,Pintu Masuk,2025,1,2025-01-01
Bandara Int. Lombok,Januari,6295.0,Pintu Masuk,2025,1,2025-01-01
Sam Ratulangi,Januari,3788.0,Pintu Masuk,2025,1,2025-01-01
Minangkabau,Januari,8490.0,Pintu Masuk,2025,1,2025-01-01
Sultan Syarif Kasim II,Januari,2684.0,Pintu Masuk,2025,1,2025-01-01
Sultan Iskandar Muda,Januari,3811.0,Pintu Masuk,2025,1,2025-01-01
Ahmad Yani,Januari,0.0,Pintu Masuk,2025,1,2025-01-01
Supadio,Januari,1.0,Pintu Masuk,2025,1,2025-01-01
Hasanuddin,Januari,1203.0,Pintu Masuk,2025,1,2025-01-01
Sultan Badaruddin II,Januari,0.0,Pintu Masuk,2025,1,2025-01-01
Pintu Udara Lainnya,Januari,3231.0,Pintu Masuk Lainnya,2025,1,2025-01-01
B. Pintu Laut,Januari,232267.0,Sub-Total,2025,1,2025-01-01
Batam,Januari,123223.0,Pintu Masuk,2025,1,2025-01-01
Tanjung Uban,Januari,15791.0,Pintu Masuk,2025,1,2025-01-01
Tanjung Pinang,Januari,5583.0,Pintu Masuk,2025,1,2025-01-01
Tanjung Balai Karimun,Januari,8038.0,Pintu Masuk,2025,1,2025-01-01
Tanjung Benoa,Januari,976.0,Pintu Masuk,2025,1,2025-01-01
Tanjung Mas,Januari,640.0,Pintu Masuk,2025,1,2025-01-01
Pintu Laut Lainnya,Januari,78016.0,Pintu Masuk Lainnya,2025,1,2025-01-01
C. Pintu Darat,Januari,122131.0,Sub-Total,2025,1,2025-01-01
Jayapura,Januari,12617.0,Pintu Masuk,2025,1,2025-01-01
Atambua,Januari,11445.0,Pintu Masuk,2025,1,2025-01-01
Entikong,Januari,4130.0,Pintu Masuk,2025,1,2025-01-01
Aruk,Januari,3870.0,Pintu Masuk,2025,1,2025-01-01
Nanga Badau,Januari,1143.0,Pintu Masuk,2025,1,2025-01-01
Pintu Darat Lainnya,Januari,88926.0,Pintu Masuk Lainnya,2025,1,2025-01-01
Jumlah (A+B+C),Januari,1156012.0,Grand Total,2025,1,2025-01-01
Lainnya,Januari,0.0,Pintu Masuk Lainnya,2025,1,2025-01-01
Total,Januari,1156012.0,Grand Total,2025,1,2025-01-01
A. Pintu Udara,Februari,718609.0,Sub-Total,2025,2,2025-02-01
Ngurah Rai,Februari,444411.0,Pintu Masuk,2025,2,2025-02-01
Soekarno-Hatta,Februari,199306.0,Pintu Masuk,2025,2,2025-02-01
Juanda,Februari,19205.0,Pintu Masuk,2025,2,2025-02-01
Kualanamu,Februari,22546.0,Pintu Masuk,2025,2,2025-02-01
Husein Sastranegara,Februari,0.0,Pintu Masuk,2025,2,2025-02-01
Adi Sucipto,Februari,6087.0,Pintu Masuk,2025,2,2025-02-01
Bandara Int. Lombok,Februari,4926.0,Pintu Masuk,2025,2,2025-02-01
Sam Ratulangi,Februari,3497.0,Pintu Masuk,2025,2,2025-02-01
Minangkabau,Februari,7810.0,Pintu Masuk,2025,2,2025-02-01
Sultan Syarif Kasim II,Februari,2446.0,Pintu Masuk,2025,2,2025-02-01
Sultan Iskandar Muda,Februari,3825.0,Pintu Masuk,2025,2,2025-02-01
Ahmad Yani,Februari,0.0,Pintu Masuk,2025,2,2025-02-01
Supadio,Februari,0.0,Pintu Masuk,2025,2,2025-02-01
Hasanuddin,Februari,979.0,Pintu Masuk,2025,2,2025-02-01
Sultan Badaruddin II,Februari,0.0,Pintu Masuk,2025,2,2025-02-01
Pintu Udara Lainnya,Februari,3571.0,Pintu Masuk Lainnya,2025,2,2025-02-01
B. Pintu Laut,Februari,203450.0,Sub-Total,2025,2,2025-02-01
Batam,Februari,103491.0,Pintu Masuk,2025,2,2025-02-01
Tanjung Uban,Februari,9815.0,Pintu Masuk,2025,2,2025-02-01
Tanjung Pinang,Februari,4095.0,Pintu Masuk,2025,2,2025-02-01
Tanjung Balai Karimun,Februari,7099.0,Pintu Masuk,2025,2,2025-02-01
Tanjung Benoa,Februari,2219.0,Pintu Masuk,2025,2,2025-02-01
Tanjung Mas,Februari,0.0,Pintu Masuk,2025,2,2025-02-01
Pintu Laut Lainnya,Februari,76731.0,Pintu Masuk Lainnya,2025,2,2025-02-01
C. Pintu Darat,Februari,100835.0,Sub-Total,2025,2,2025-02-01
Jayapura,Februari,11015.0,Pintu Masuk,2025,2,2025-02-01
Atambua,Februari,10244.0,Pintu Masuk,2025,2,2025-02-01
Entikong,Februari,3482.0,Pintu Masuk,2025,2,2025-02-01
Aruk,Februari,3482.0,Pintu Masuk,2025,2,2025-02-01
Nanga Badau,Februari,935.0,Pintu Masuk,2025,2,2025-02-01
Pintu Darat Lainnya,Februari,71677.0,Pintu Masuk Lainnya,2025,2,2025-02-01
Jumlah (A+B+C),Februari,1022894.0,Grand Total,2025,2,2025-02-01
Lainnya,Februari,0.0,Pintu Masuk Lainnya,2025,2,2025-02-01
Total,Februari,1022894.0,Grand Total,2025,2,2025-02-01
A. Pintu Udara,Maret,669479.0,Sub-Total,2025,3,2025-03-01
Ngurah Rai,Maret,464697.0,Pintu Masuk,2025,3,2025-03-01
Soekarno-Hatta,Maret,146390.0,Pintu Masuk,2025,3,2025-03-01
Juanda,Maret,15647.0,Pintu Masuk,2025,3,2025-03-01
Kualanamu,Maret,16881.0,Pintu Masuk,2025,3,2025-03-01
Husein Sastranegara,Maret,0.0,Pintu Masuk,2025,3,2025-03-01
Adi Sucipto,Maret,3185.0,Pintu Masuk,2025,3,2025-03-01
Bandara Int. Lombok,Maret,5441.0,Pintu Masuk,2025,3,2025-03-01
Sam Ratulangi,Maret,4403.0,Pintu Masuk,2025,3,2025-03-01
Minangkabau,Maret,3649.0,Pintu Masuk,2025,3,2025-03-01
Sultan Syarif Kasim II,Maret,2612.0,Pintu Masuk,2025,3,2025-03-01
Sultan Iskandar Muda,Maret,1512.0,Pintu Masuk,2025,3,2025-03-01
Ahmad Yani,Maret,0.0,Pintu Masuk,2025,3,2025-03-01
Supadio,Maret,0.0,Pintu Masuk,2025,3,2025-03-01
Hasanuddin,Maret,1300.0,Pintu Masuk,2025,3,2025-03-01
Sultan Badaruddin II,Maret,4.0,Pintu Masuk,2025,3,2025-03-01
Pintu Udara Lainnya,Maret,3758.0,Pintu Masuk Lainnya,2025,3,2025-03-01
B. Pintu Laut,Maret,206397.0,Sub-Total,2025,3,2025-03-01
Batam,Maret,99412.0,Pintu Masuk,2025,3,2025-03-01
Tanjung Uban,Maret,17619.0,Pintu Masuk,2025,3,2025-03-01
Tanjung Pinang,Maret,5218.0,Pintu Masuk,2025,3,2025-03-01
Tanjung Balai Karimun,Maret,5773.0,Pintu Masuk,2025,3,2025-03-01
Tanjung Benoa,Maret,6154.0,Pintu Masuk,2025,3,2025-03-01
Tanjung Mas,Maret,1129.0,Pintu Masuk,2025,3,2025-03-01
Pintu Laut Lainnya,Maret,71092.0,Pintu Masuk Lainnya,2025,3,2025-03-01
C. Pintu Darat,Maret,108893.0,Sub-Total,2025,3,2025-03-01
Jayapura,Maret,5943.0,Pintu Masuk,2025,3,2025-03-01
Atambua,Maret,13058.0,Pintu Masuk,2025,3,2025-03-01
Entikong,Maret,2923.0,Pintu Masuk,2025,3,2025-03-01
Aruk,Maret,3338.0,Pintu Masuk,2025,3,2025-03-01
Nanga Badau,Maret,974.0,Pintu Masuk,2025,3,2025-03-01
Pintu Darat Lainnya,Maret,82657.0,Pintu Masuk Lainnya,2025,3,2025-03-01
Jumlah (A+B+C),Maret,984769.0,Grand Total,2025,3,2025-03-01
Lainnya,Maret,0.0,Pintu Masuk Lainnya,2025,3,2025-03-01
Total,Maret,984769.0,Grand Total,2025,3,2025-03-01
A. Pintu Udara,April,854756.0,Sub-Total,2025,4,2025-04-01
Ngurah Rai,April,587315.0,Pintu Masuk,2025,4,2025-04-01
Soekarno-Hatta,April,186523.0,Pintu Masuk,2025,4,2025-04-01
Juanda,April,24800.0,Pintu Masuk,2025,4,2025-04-01
Kualanamu,April,19709.0,Pintu Masuk,2025,4,2025-04-01
Husein Sastranegara,April,0.0,Pintu Masuk,2025,4,2025-04-01
Adi Sucipto,April,7135.0,Pintu Masuk,2025,4,2025-04-01
Bandara Int. Lombok,April,7812.0,Pintu Masuk,2025,4,2025-04-01
Sam Ratulangi,April,4070.0,Pintu Masuk,2025,4,2025-04-01
Minangkabau,April,6270.0,Pintu Masuk,2025,4,2025-04-01
Sultan Syarif Kasim II,April,2793.0,Pintu Masuk,2025,4,2025-04-01
Sultan Iskandar Muda,April,2184.0,Pintu Masuk,2025,4,2025-04-01
Ahmad Yani,April,0.0,Pintu Masuk,2025,4,2025-04-01
Supadio,April,0.0,Pintu Masuk,2025,4,2025-04-01
Hasanuddin,April,827.0,Pintu Masuk,2025,4,2025-04-01
Sultan Badaruddin II,April,1.0,Pintu Masuk,2025,4,2025-04-01
Pintu Udara Lainnya,April,5317.0,Pintu Masuk Lainnya,2025,4,2025-04-01
B. Pintu Laut,April,200550.0,Sub-Total,2025,4,2025-04-01
Batam,April,99257.0,Pintu Masuk,2025,4,2025-04-01
Tanjung Uban,April,15254.0,Pintu Masuk,2025,4,2025-04-01
Tanjung Pinang,April,4995.0,Pintu Masuk,2025,4,2025-04-01
Tanjung Balai Karimun,April,6137.0,Pintu Masuk,2025,4,2025-04-01
Tanjung Benoa,April,3906.0,Pintu Masuk,2025,4,2025-04-01
Tanjung Mas,April,535.0,Pintu Masuk,2025,4,2025-04-01
Pintu Laut Lainnya,April,70466.0,Pintu Masuk Lainnya,2025,4,2025-04-01
C. Pintu Darat,April,109233.0,Sub-Total,2025,4,2025-04-01
Jayapura,April,9296.0,Pintu Masuk,2025,4,2025-04-01
Atambua,April,14292.0,Pintu Masuk,2025,4,2025-04-01
Entikong,April,2719.0,Pintu Masuk,2025,4,2025-04-01
Aruk,April,2583.0,Pintu Masuk,2025,4,2025-04-01
Nanga Badau,April,798.0,Pintu Masuk,2025,4,2025-04-01
Pintu Darat Lainnya,April,79545.0,Pintu Masuk Lainnya,2025,4,2025-04-01
Jumlah (A+B+C),April,1164539.0,Grand Total,2025,4,2025-04-01
Lainnya,April,0.0,Pintu Masuk Lainnya,2025,4,2025-04-01
Total,April,1164539.0,Grand Total,2025,4,2025-04-01
A. Pintu Udara,Mei,941092.0,Sub-Total,2025,5,2025-05-01
Ngurah Rai,Mei,602055.0,Pintu Masuk,2025,5,2025-05-01
Soekarno-Hatta,Mei,233751.0,Pintu Masuk,2025,5,2025-05-01
Juanda,Mei,33409.0,Pintu Masuk,2025,5,2025-05-01
Kualanamu,Mei,26183.0,Pintu Masuk,2025,5,2025-05-01
Husein Sastranegara,Mei,0.0,Pintu Masuk,2025,5,2025-05-01
Adi Sucipto,Mei,9699.0,Pintu Masuk,2025,5,2025-05-01
Bandara Int. Lombok,Mei,8641.0,Pintu Masuk,2025,5,2025-05-01
Sam Ratulangi,Mei,3902.0,Pintu Masuk,2025,5,2025-05-01
Minangkabau,Mei,8312.0,Pintu Masuk,2025,5,2025-05-01
Sultan Syarif Kasim II,Mei,3277.0,Pintu Masuk,2025,5,2025-05-01
Sultan Iskandar Muda,Mei,4003.0,Pintu Masuk,2025,5,2025-05-01
Ahmad Yani,Mei,0.0,Pintu Masuk,2025,5,2025-05-01
Supadio,Mei,0.0,Pintu Masuk,2025,5,2025-05-01
Hasanuddin,Mei,1468.0,Pintu Masuk,2025,5,2025-05-01
Sultan Badaruddin II,Mei,11.0,Pintu Masuk,2025,5,2025-05-01
Pintu Udara Lainnya,Mei,6381.0,Pintu Masuk Lainnya,2025,5,2025-05-01
B. Pintu Laut,Mei,244169.0,Sub-Total,2025,5,2025-05-01
Batam,Mei,139491.0,Pintu Masuk,2025,5,2025-05-01
Tanjung Uban,Mei,20284.0,Pintu Masuk,2025,5,2025-05-01
Tanjung Pinang,Mei,6071.0,Pintu Masuk,2025,5,2025-05-01
Tanjung Balai Karimun,Mei,9131.0,Pintu Masuk,2025,5,2025-05-01
Tanjung Benoa,Mei,158.0,Pintu Masuk,2025,5,2025-05-01
Tanjung Mas,Mei,0.0,Pintu Masuk,2025,5,2025-05-01
Pintu Laut Lainnya,Mei,69034.0,Pintu Masuk Lainnya,2025,5,2025-05-01
C. Pintu Darat,Mei,120739.0,Sub-Total,2025,5,2025-05-01
Jayapura,Mei,9107.0,Pintu Masuk,2025,5,2025-05-01
Atambua,Mei,15441.0,Pintu Masuk,2025,5,2025-05-01
Entikong,Mei,5321.0,Pintu Masuk,2025,5,2025-05-01
Aruk,Mei,3746.0,Pintu Masuk,2025,5,2025-05-01
Nanga Badau,Mei,1716.0,Pintu Masuk,2025,5,2025-05-01
Pintu Darat Lainnya,Mei,85408.0,Pintu Masuk Lainnya,2025,5,2025-05-01
Jumlah (A+B+C),Mei,1306000.0,Grand Total,2025,5,2025-05-01
Lainnya,Mei,0.0,Pintu Masuk Lainnya,2025,5,2025-05-01
Total,Mei,1306000.0,Grand Total,2025,5,2025-05-01
A. Pintu Udara,Juni,978929.0,Sub-Total,2025,6,2025-06-01
Ngurah Rai,Juni,637744.0,Pintu Masuk,2025,6,2025-06-01
Soekarno-Hatta,Juni,236013.0,Pintu Masuk,2025,6,2025-06-01
Juanda,Juni,34092.0,Pintu Masuk,2025,6,2025-06-01
Kualanamu,Juni,25183.0,Pintu Masuk,2025,6,2025-06-01
Husein Sastranegara,Juni,0.0,Pintu Masuk,2025,6,2025-06-01
Adi Sucipto,Juni,10424.0,Pintu Masuk,2025,6,2025-06-01
Bandara Int. Lombok,Juni,7784.0,Pintu Masuk,2025,6,2025-06-01
Sam Ratulangi,Juni,3742.0,Pintu Masuk,2025,6,2025-06-01
Minangkabau,Juni,8621.0,Pintu Masuk,2025,6,2025-06-01
Sultan Syarif Kasim II,Juni,3443.0,Pintu Masuk,2025,6,2025-06-01
Sultan Iskandar Muda,Juni,3607.0,Pintu Masuk,2025,6,2025-06-01
Ahmad Yani,Juni,4.0,Pintu Masuk,2025,6,2025-06-01
Supadio,Juni,0.0,Pintu Masuk,2025,6,2025-06-01
Hasanuddin,Juni,1959.0,Pintu Masuk,2025,6,2025-06-01
Sultan Badaruddin II,Juni,2.0,Pintu Masuk,2025,6,2025-06-01
Pintu Udara Lainnya,Juni,6311.0,Pintu Masuk Lainnya,2025,6,2025-06-01
B. Pintu Laut,Juni,307815.0,Sub-Total,2025,6,2025-06-01
Batam,Juni,166223.0,Pintu Masuk,2025,6,2025-06-01
Tanjung Uban,Juni,32073.0,Pintu Masuk,2025,6,2025-06-01
Tanjung Pinang,Juni,6603.0,Pintu Masuk,2025,6,2025-06-01
Tanjung Balai Karimun,Juni,9531.0,Pintu Masuk,2025,6,2025-06-01
Tanjung Benoa,Juni,124.0,Pintu Masuk,2025,6,2025-06-01
Tanjung Mas,Juni,619.0,Pintu Masuk,2025,6,2025-06-01
Pintu Laut Lainnya,Juni,92642.0,Pintu Masuk Lainnya,2025,6,2025-06-01
C. Pintu Darat,Juni,130352.0,Sub-Total,2025,6,2025-06-01
Jayapura,Juni,10569.0,Pintu Masuk,2025,6,2025-06-01
Atambua,Juni,17380.0,Pintu Masuk,2025,6,2025-06-01
Entikong,Juni,4734.0,Pintu Masuk,2025,6,2025-06-01
Aruk,Juni,4858.0,Pintu Masuk,2025,6,2025-06-01
Nanga Badau,Juni,1259.0,Pintu Masuk,2025,6,2025-06-01
Pintu Darat Lainnya,Juni,91552.0,Pintu Masuk Lainnya,2025,6,2025-06-01
Jumlah (A+B+C),Juni,1417096.0,Grand Total,2025,6,2025-06-01
Lainnya,Juni,0.0,Pintu Masuk Lainnya,2025,6,2025-06-01
Total,Juni,1417096.0,Grand Total,2025,6,2025-06-01
A. Pintu Udara,Juli,1101619.0,Sub-Total,2025,7,2025-07-01
Ngurah Rai,Juli,697068.0,Pintu Masuk,2025,7,2025-07-01
Soekarno-Hatta,Juli,290369.0,Pintu Masuk,2025,7,2025-07-01
Juanda,Juli,34421.0,Pintu Masuk,2025,7,2025-07-01
Kualanamu,Juli,28306.0,Pintu Masuk,2025,7,2025-07-01
Husein Sastranegara,Juli,0.0,Pintu Masuk,2025,7,2025-07-01
Adi Sucipto,Juli,11322.0,Pintu Masuk,2025,7,2025-07-01
Bandara Int. Lombok,Juli,10512.0,Pintu Masuk,2025,7,2025-07-01
Sam Ratulangi,Juli,5903.0,Pintu Masuk,2025,7,2025-07-01
Minangkabau,Juli,7674.0,Pintu Masuk,2025,7,2025-07-01
Sultan Syarif Kasim II,Juli,2688.0,Pintu Masuk,2025,7,2025-07-01
Sultan Iskandar Muda,Juli,4088.0,Pintu Masuk,2025,7,2025-07-01
Ahmad Yani,Juli,11.0,Pintu Masuk,2025,7,2025-07-01
Supadio,Juli,29.0,Pintu Masuk,2025,7,2025-07-01
Hasanuddin,Juli,1781.0,Pintu Masuk,2025,7,2025-07-01
Sultan Badaruddin II,Juli,204.0,Pintu Masuk,2025,7,2025-07-01
Pintu Udara Lainnya,Juli,7243.0,Pintu Masuk Lainnya,2025,7,2025-07-01
B. Pintu Laut,Juli,242599.0,Sub-Total,2025,7,2025-07-01
Batam,Juli,121487.0,Pintu Masuk,2025,7,2025-07-01
Tanjung Uban,Juli,21939.0,Pintu Masuk,2025,7,2025-07-01
Tanjung Pinang,Juli,4620.0,Pintu Masuk,2025,7,2025-07-01
Tanjung Balai Karimun,Juli,7927.0,Pintu Masuk,2025,7,2025-07-01
Tanjung Benoa,Juli,39.0,Pintu Masuk,2025,7,2025-07-01
Tanjung Mas,Juli,0.0,Pintu Masuk,2025,7,2025-07-01
Pintu Laut Lainnya,Juli,86587.0,Pintu Masuk Lainnya,2025,7,2025-07-01
C. Pintu Darat,Juli,137128.0,Sub-Total,2025,7,2025-07-01
Jayapura,Juli,11553.0,Pintu Masuk,2025,7,2025-07-01
Atambua,Juli,21031.0,Pintu Masuk,2025,7,2025-07-01
Entikong,Juli,3534.0,Pintu Masuk,2025,7,2025-07-01
Aruk,Juli,2692.0,Pintu Masuk,2025,7,2025-07-01
Nanga Badau,Juli,1047.0,Pintu Masuk,2025,7,2025-07-01
Pintu Darat Lainnya,Juli,97271.0,Pintu Masuk Lainnya,2025,7,2025-07-01
Jumlah (A+B+C),Juli,1481346.0,Grand Total,2025,7,2025-07-01
Lainnya,Juli,0.0,Pintu Masuk Lainnya,2025,7,2025-07-01
Total,Juli,1481346.0,Grand Total,2025,7,2025-07-01
A. Pintu Udara,Agustus,1108133.0,Sub-Total,2025,8,2025-08-01
Ngurah Rai,Agustus,682839.0,Pintu Masuk,2025,8,2025-08-01
Soekarno-Hatta,Agustus,304970.0,Pintu Masuk,2025,8,2025-08-01
Juanda,Agustus,37406.0,Pintu Masuk,2025,8,2025-08-01
Kualanamu,Agustus,29858.0,Pintu Masuk,2025,8,2025-08-01
Husein Sastranegara,Agustus,0.0,Pintu Masuk,2025,8,2025-08-01
Adi Sucipto,Agustus,12554.0,Pintu Masuk,2025,8,2025-08-01
Bandara Int. Lombok,Agustus,10207.0,Pintu Masuk,2025,8,2025-08-01
Sam Ratulangi,Agustus,5656.0,Pintu Masuk,2025,8,2025-08-01
Minangkabau,Agustus,8216.0,Pintu Masuk,2025,8,2025-08-01
Sultan Syarif Kasim II,Agustus,3201.0,Pintu Masuk,2025,8,2025-08-01
Sultan Iskandar Muda,Agustus,4305.0,Pintu Masuk,2025,8,2025-08-01
Ahmad Yani,Agustus,0.0,Pintu Masuk,2025,8,2025-08-01
Supadio,Agustus,0.0,Pintu Masuk,2025,8,2025-08-01
Hasanuddin,Agustus,1814.0,Pintu Masuk,2025,8,2025-08-01
Sultan Badaruddin II,Agustus,1138.0,Pintu Masuk,2025,8,2025-08-01
Pintu Udara Lainnya,Agustus,5969.0,Pintu Masuk Lainnya,2025,8,2025-08-01
B. Pintu Laut,Agustus,263040.0,Sub-Total,2025,8,2025-08-01
Batam,Agustus,144698.0,Pintu Masuk,2025,8,2025-08-01
Tanjung Uban,Agustus,24930.0,Pintu Masuk,2025,8,2025-08-01
Tanjung Pinang,Agustus,4909.0,Pintu Masuk,2025,8,2025-08-01
Tanjung Balai Karimun,Agustus,8272.0,Pintu Masuk,2025,8,2025-08-01
Tanjung Benoa,Agustus,27.0,Pintu Masuk,2025,8,2025-08-01
Tanjung Mas,Agustus,0.0,Pintu Masuk,2025,8,2025-08-01
Pintu Laut Lainnya,Agustus,80204.0,Pintu Masuk Lainnya,2025,8,2025-08-01
C. Pintu Darat,Agustus,134047.0,Sub-Total,2025,8,2025-08-01
Jayapura,Agustus,10344.0,Pintu Masuk,2025,8,2025-08-01
Atambua,Agustus,20318.0,Pintu Masuk,2025,8,2025-08-01
Entikong,Agustus,3803.0,Pintu Masuk,2025,8,2025-08-01
Aruk,Agustus,2973.0,Pintu Masuk,2025,8,2025-08-01
Nanga Badau,Agustus,1116.0,Pintu Masuk,2025,8,2025-08-01
Pintu Darat Lainnya,Agustus,95493.0,Pintu Masuk Lainnya,2025,8,2025-08-01
Jumlah (A+B+C),Agustus,1505220.0,Grand Total,2025,8,2025-08-01
Lainnya,Agustus,0.0,Pintu Masuk Lainnya,2025,8,2025-08-01
Total,Agustus,1505220.0,Grand Total,2025,8,2025-08-01
A. Pintu Udara,September,996518.0,Sub-Total,2025,9,2025-09-01
Ngurah Rai,September,634482.0,Pintu Masuk,2025,9,2025-09-01
Soekarno-Hatta,September,244404.0,Pintu Masuk,2025,9,2025-09-01
Juanda,September,32664.0,Pintu Masuk,2025,9,2025-09-01
Kualanamu,September,29107.0,Pintu Masuk,2025,9,2025-09-01
Husein Sastranegara,September,0.0,Pintu Masuk,2025,9,2025-09-01
Adi Sucipto,September,10960.0,Pintu Masuk,2025,9,2025-09-01
Bandara Int. Lombok,September,9333.0,Pintu Masuk,2025,9,2025-09-01
Sam Ratulangi,September,5600.0,Pintu Masuk,2025,9,2025-09-01
Minangkabau,September,9699.0,Pintu Masuk,2025,9,2025-09-01
Sultan Syarif Kasim II,September,3938.0,Pintu Masuk,2025,9,2025-09-01
Sultan Iskandar Muda,September,5390.0,Pintu Masuk,2025,9,2025-09-01
Ahmad Yani,September,1381.0,Pintu Masuk,2025,9,2025-09-01
Supadio,September,1838.0,Pintu Masuk,2025,9,2025-09-01
Hasanuddin,September,1594.0,Pintu Masuk,2025,9,2025-09-01
Sultan Badaruddin II,September,933.0,Pintu Masuk,2025,9,2025-09-01
Pintu Udara Lainnya,September,5195.0,Pintu Masuk Lainnya,2025,9,2025-09-01
B. Pintu Laut,September,264693.0,Sub-Total,2025,9,2025-09-01
Batam,September,140073.0,Pintu Masuk,2025,9,2025-09-01
Tanjung Uban,September,20974.0,Pintu Masuk,2025,9,2025-09-01
Tanjung Pinang,September,4971.0,Pintu Masuk,2025,9,2025-09-01
Tanjung Balai Karimun,September,8364.0,Pintu Masuk,2025,9,2025-09-01
Tanjung Benoa,September,667.0,Pintu Masuk,2025,9,2025-09-01
Tanjung Mas,September,0.0,Pintu Masuk,2025,9,2025-09-01
Pintu Laut Lainnya,September,89644.0,Pintu Masuk Lainnya,2025,9,2025-09-01
C. Pintu Darat,September,133699.0,Sub-Total,2025,9,2025-09-01
Jayapura,September,12494.0,Pintu Masuk,2025,9,2025-09-01
Atambua,September,18282.0,Pintu Masuk,2025,9,2025-09-01
Entikong,September,4446.0,Pintu Masuk,2025,9,2025-09-01
Aruk,September,3921.0,Pintu Masuk,2025,9,2025-09-01
Nanga Badau,September,991.0,Pintu Masuk,2025,9,2025-09-01
Pintu Darat Lainnya,September,93565.0,Pintu Masuk Lainnya,2025,9,2025-09-01
